position	quality	count
0	12	4
0	14	17
0	15	19
0	16	32801
0	17	17
0	18	32525
0	19	8
0	20	9
0	24	1
0	25	1
0	26	2
0	27	2
0	28	1
0	29	95291
0	30	11109
0	31	3332
0	32	565840
0	33	573819
0	34	362075
0	35	50706
0	36	6580
0	37	155
0	38	79
0	39	137
1	12	4
1	13	1
1	14	15
1	15	17
1	16	24022
1	17	16
1	18	19195
1	19	10
1	20	6
1	21	2
1	24	1
1	26	2
1	27	4
1	28	2
1	29	63818
1	30	13458
1	31	6076
1	32	483138
1	33	628039
1	34	413541
1	35	71884
1	36	10280
1	37	178
1	38	91
1	39	142
1	40	1
2	12	3
2	13	1
2	14	16
2	15	10
2	16	25044
2	17	10
2	18	23583
2	19	6
2	20	10
2	24	4
2	25	1
2	27	4
2	29	42356
2	30	16528
2	31	8643
2	32	447620
2	33	641188
2	34	430909
2	35	84409
2	36	12901
2	37	195
2	38	126
2	39	146
2	40	1
3	12	2
3	13	2
3	14	9
3	15	14
3	16	26314
3	17	13
3	18	21569
3	19	9
3	20	8
3	25	1
3	26	1
3	27	1
3	29	41377
3	30	20221
3	31	11050
3	32	448902
3	33	636949
3	34	428012
3	35	86854
3	36	13554
3	37	277
3	38	141
3	39	158
4	12	4
4	13	1
4	14	9
4	15	10
4	16	33845
4	17	16
4	18	20529
4	19	5
4	20	2
4	25	1
4	27	1
4	29	43752
4	30	25864
4	31	15324
4	32	458179
4	33	622783
4	34	424159
4	35	79451
4	36	12166
4	37	254
4	38	175
4	39	162
5	12	1
5	13	1
5	14	9
5	15	10
5	16	16536
5	17	23
5	18	16775
5	19	5800
5	20	10383
5	26	3
5	27	1
5	28	1
5	29	7169
5	30	3215
5	31	14331
5	32	34079
5	33	105415
5	34	43120
5	35	80228
5	36	587
5	37	1398743
5	38	204
5	39	164
6	12	1
6	13	2
6	14	9
6	15	14
6	16	18249
6	17	310
6	18	18220
6	19	6922
6	20	12529
6	21	1
6	24	2
6	26	1
6	27	1
6	28	1
6	29	6994
6	30	3268
6	31	13955
6	32	33626
6	33	103858
6	34	42410
6	35	79991
6	36	599
6	37	1394212
6	38	211
6	39	166
6	40	1
7	12	1
7	13	1
7	14	9
7	15	14
7	16	16885
7	17	514
7	18	17295
7	19	6495
7	20	12115
7	24	2
7	25	1
7	26	1
7	27	2
7	29	6593
7	30	2959
7	31	13848
7	32	33668
7	33	102061
7	34	43400
7	35	80427
7	36	536
7	37	1397568
7	38	253
7	39	158
7	40	3
8	12	3
8	13	1
8	14	13
8	15	167
8	16	16894
8	17	718
8	18	16816
8	19	6513
8	20	11363
8	21	6
8	24	1
8	25	1
8	26	2
8	27	3
8	29	6882
8	30	3098
8	31	14344
8	32	34052
8	33	101836
8	34	42944
8	35	81008
8	36	543
8	37	1398436
8	38	272
8	39	168
8	40	2
9	12	1
9	14	25
9	15	196
9	16	17057
9	17	1088
9	18	17089
9	19	6710
9	20	12071
9	24	2
9	26	3
9	27	2
9	29	6756
9	30	3066
9	31	14029
9	32	33804
9	33	101868
9	34	42735
9	35	80003
9	36	573
9	37	1397780
9	38	324
9	39	170
9	40	3
10	12	2
10	13	3
10	14	17
10	15	270
10	16	18344
10	17	1760
10	18	18189
10	19	7523
10	20	13267
10	24	2
10	25	1
10	27	3
10	29	6902
10	30	3293
10	31	14946
10	32	33781
10	33	104408
10	34	43199
10	35	82461
10	36	528
10	37	1386115
10	38	372
10	39	184
10	40	1
11	12	1
11	13	3
11	14	20
11	15	292
11	16	17841
11	17	2267
11	18	16786
11	19	6906
11	20	12530
11	21	3
11	24	1
11	26	1
11	27	3
11	28	2
11	29	6466
11	30	3066
11	31	14951
11	32	33599
11	33	102185
11	34	43900
11	35	81617
11	36	521
11	37	1391462
11	38	379
11	39	196
11	40	5
12	12	2
12	13	2
12	14	55
12	15	343
12	16	17319
12	17	2417
12	18	16243
12	19	6063
12	20	8359
12	21	2751
12	24	3
12	26	1
12	27	6
12	29	14
12	30	1521
12	31	11
12	32	22083
12	33	42857
12	34	19310
12	35	18771
12	36	28588
12	37	162623
12	38	1386680
12	39	219
12	40	2
13	12	3
13	13	2
13	14	66
13	15	440
13	16	17461
13	17	2837
13	18	16172
